text,rating
Saya sebetulnya senang menggunakan aplikasi ini karena bisa berkoneksi dengan banyak profesional khususnya dalam mencari pekerjaan. Hanya saja agak kecewa ketika ada postingan yang berkaitan dengan pekerjaan tertentu di LinkedIn malah kena shadow banning. Bahkan pertemanan saja dibatasi dalam seminggu hanya 200 orang. Saya harap LinkedIn dapat memperbaiki soal ini sehingga tidak ada lagi yang mengalami kejadian serupa seperti saya. #StopShadowBan #StopSilencing,4
LinkedIn sangat membantu Skali..,5
gak bisa masuk. tolong perbaiki lagi,1
aneh ga bisa login lg,3
Aplikasi nya stres aku bikin akun gak bisa login trs padahal email sama nomor smaa kesalahan nama trs bikin 2 akun ilang semua tolong kebijakan,1
tidak tahu kegunaan aplikasi ini untuk apa,1
coba dulu..,4
Errorrrr Muluu oyyy,1
linkedin sangat membantu dalam dunia profesional sebagai tempat untuk personal branding,5
EMAIL SAYA MOHON DI BUKA,5
aplikasi gak berfaedah udh langganan nya mahal,1
mantao,5
"""LinkedIn is truly one of the best platforms for professional networking and career opportunities. It makes job searching so much easier and more effective, even across countries and continents. A great tool for connecting professionals worldwide!""",5
"loadingnya lama kali 1jam belum berhasil, cape nunggu sumpah",1
oke,5
belom dapet kerjaan,5
"ribet verifikasi id dah 20 kalian tetep aja gabisa, aplikasi kocak",1
apk apa coba baru mualai login saja udah di persulit,1
saya mau daftar ko gak bisa bisa ini,3
guud,5
👍🏻,5
"Kekurangannya hanya satu, yakni boros kuota.",4
it's ok,4
"I deleted LinkedIn because I was forced to verify it, which costs money.",1
Cost Consultants consulting Quantity Surveyors,3
oke mantul,5
sangat beruntung,5
"Tidak bisa upload foto profil ganti aja gaes, ada apk lain selain LinkedIn? kalau tidak bisa upload foto tanpa alasan yang jelas gimana tuh?",1
tolong di bantu,5
oke,5
"Super apps! Trully, Linked in your circle, network, koneksi and silaturahmi! Best ever had, and showing off on search engine as valid legitimate apps! 🤝🏻",5
Sudah hilang fitur terbaru video yang mirip reel. Loadingnya jadi lama,5
pemeriksaan keamanan lama,1
sangat bagus untuk sharing lowongan pekerjaan,5
mau login aja susah amat sih,1
"gabisa login,padahal jaringan aman gada kendala",1
sangat membantu,5
gagal terus di verivikasi ktp padahal cahaya dan gambar sudah JELAS!,1
oke,5
aplikasi ini sangat membantu saya dan memberi pennggalaman,5
opsional,5
"aplikasi sampah!!! tiap mau lamar harus login dlu ke hiredtoday , pas udah login ujung-ujungnya langsung aada tulisan ""tidak dapat menemukan halaman ini"" asli sih ini mah sampah bangett! mending hapus aja nih apk dari PlayStore ga guna jugaa,, auto UNINSTAL APK BUSUK!!!",1
aplikasi banyak belibet mau buat akun aja susah,1
sangat membantu usaha saya,5
mau login aj dipersulit gk bisa² kacau ini aplikasi banyak bugg,1
verifikasi data terlalu lambat tidak responsif dan lambat,1
pelajari dan berkembang dalam komunitas positif,5
iklan sangat mengganggu,5
aplikasi utk pencarian kerja dgn tampilan easy interface,5
jos jisht,5
"""MARI LAKUKAN PEMERISAAN CEPAT"" CEPAT APANYA, SEJAM GUA NUNGGU, MUTER MUTER LOADING NYA. PROGRAMER LU MANA, SOAL AUTH AJA VERIFIKASINYA LAMA. GANTI AJA SAMA GUA.",1
"bagus semua informasi yg kita butuhkan ada di LinkedIn ini. cuman 1 kekurangan masih ada jg penyusup dan penipuan yg posting job seejers utk menjerat korbannya. kedepannya harapan kami semua, tolong hendaknya LinkedIn bs memfilter penipuan yg sangat merugikan para pencari kerja terutama untuk negara Australia. penipu menawarkan kpd sy gani tggi, tetapi meminta sejumlah uang yg nilainya tdk sedikit dgn alasan untuk pembuatan Visa kerja. Tolong hal seperti ini TDK perlu ada di LinkedIn Terima kas",5
"baru membuat pengalaman kesalahN sistem , dan kesalahan tsbt tidak kalian jelaskan apa sebab dan akibatnya, sehingga saya tidak bisa membuat akun sama sekali",1
lama melakukan pemeriksaan keamanan cepat,1
mudah mencari,5
ini beneran gk ntar hoax lagi gw kasih bintang 3 dulu klo bener gw bisa kerja apk ini gw kasih bintang 5,3
"can't log in and can't receive verification code to mobile number, maybe bankrupt",1
Kren cukup memuaskan,5
kehidupan adalah harapan,3
"Ini aplikasi tolol kah?? Udh brp kali dw ulang ttp ga bisa login memeriksa keamanan terus padahal pake kuota dan sinyal bagus kok, diperbaiki dong ga jelas banget aplikasinya",1
buat akun thn 2021 pas thn 2025 di buka susah bgt loding lama banget,1
"gak jelas banget cok tiba"" keluar. udah verifikasi pake KTP tetap aja gak bisa login. tolong di perbaiki",1
oc,5
yha,5
kenapa hari ini tidak bisa melakukan pencarian pekerjaan yang berupa postingan di kolom pencarian? hanya muncul angka total postingan tapi tidak muncul postingan orang lain. mohon diperbaiki segera.,1
sangat membantu untuk info² terkini,5
menu tampilan postingan error tidak bisa menampilkan postingan dari berbagai kalangan,3
Ini kenapa saya gak bisa filter postingan kalo mau apply kerjaan? Padahal itu memudahkan banget,3
"kenapa fitur hasil 'search' postingan tidak muncul? misal search kata kunci Jakarta untuk hasil postingan, tidak ada yang muncul.",1
bagus,3
All information is good and very useful,5
"punya saya kok gak bisa di verifikasi, pas masuk Verifikasi dari gmail jadi eror bulak-balik 2 tempat",4
baik dan terperinci juga dapat dipercaya,4
"mau login ulang karna hp ke restart, pas giliran verifikasi persona katanya udah kirim permintaan, tapi udh lama dan udah dicek berkala juga gitu terus. tolong diperbaiki ini harus gimana. -edit: KAPAN PERMINTAAN VERIFIKASI DIPERIKSA/DITERIMA? 😭 INI UDAH LAMA MAU DICOBA MASUK SURUH FOTO ID, TP PAS MAU DIFOTO KATANYA UDAH KIRIM PERMINTAAN, SAMPE KAPAN??? 😭 CSnya dicari juga ga ada, mau bikin laporan dr webnya harus login, ya justru masalahnya karna ga bisa login makanya mau bikin laporan",1
aplikasi sampah terlalu ribet,1
link robot terjebak dengan topeng pura-pura,1
"aplikasi gjls, gabisa login ngestuck di pemeriksaan keamanan cepat",1
bermanfaat dalam mencari relasi,5
aplikasi kagak jelas... untung pas download ini posisi gue udah kerja .. gue coba donlot ini karena pengen dpt peluang kerja yg lebih baik lagi... tp ternyata isi nya banyak yg post loker bodong tiap di email kagak da respon... isi nya cuma tempat flexing jabatan sama tempat ngeluh update status yg nongol di wall..ujung2 nya selalu dapat kerjaan di aplikasi sebelah.,1
Baru mulai belajar,4
jujur dibantu,5
temcamsct,1
mudah mudahan mendapatkan pekerjaan,5
ini kenapa dah aplikasi nya pas login pake email malah teka teki terus udah pilih visual/suara dan udah bener di ulang lagi teka teki nya. terus aja mentok di situ. mohon segera di perbaiki,1
"saya ingin pindah akun, tapi pas mau masukin akun google knp layar hanya putih saja, sudah ku tunggu lama tapi tetap saja seperti itu, tolong maksudnya apa?",1
saya tidak bisa login karna ditolak akses trus,1
tolong di tingkatkan lagi aplikasi nya,5
"keamanan data di aplikasi sangat buruk, akun saya sampai kebobolan orang asing, padahal saya udah sampai masang verifikasi 2 langkah, ga lagi lagi pakai aplikasi ampas ini, buat yang lainnya hati hati kalo mau pakai aplikasi ini, kalo bisa mending pakai aplikasi jobseeker lainnya saja",1
buat akunnya sangat sulit,1
"Kalau udah sekali linkedin kalian di BLOK, mau kalian bikin akun baru 100x ,ganti email, ganti nama, ganti foto, PERCUMA!!! gk bakalan bisa, ujung""nya linkedin minta verifikasi data, verifikasi ID KTP/SIM dll, dan lagi"" apa hasilnya?? ujung""nya ZOOOOONKKK!!! BUANG"" WAKTU KALIAN AJA!! 😂 BINTANG (SATU) untuk aplikasi ini 👉 ⭐ 👈",1
ok,5
aplikasi yang sangat gak jelas hanya mencuri data pribadi kita sajah hati hati dengan aplikasi ini akun kita kena hack dan di retas orang lain tapi malah akun kita yang fi batasi hingga permanen padahal sudah di minta detai data identitas pribadi tapi masih tetap saja di batasi ini benar benar mengecewakan sangat parah pencuri data identitas pengguna setelah itu menutup akun pengguna dengan tanpa penyelesaian yang jelas tolong jangan jual data saya,1
"ribet mau login ulangnya, kaga masuk2 mentok tulil",1
"bikin akun sampe 4x karena kena restricted terus dan gatau masalahnya dimana. udah verif identitas pun itu akun juga gabisa balik. nyusahin, akun yang udah banyak connectionnya jadi hilang gitu aja 👎🏻👎🏻👎🏻👎🏻👎🏻",1
saya tidak merasa berlangganan tapi dana saya ketarik sebesar 654900 tolong solusinya apa bisa d refund,1
baik,5
siap,5
gak guna!!!!,1
oke,5
Nice Platform Sosial Media for Job search,5
"mau login kudu selesain captca,pas jawabannya bener diulanginya lagi,dungu emang",1
baru belajar,5
"akun tiba tiba di batasi,dan tiba tiba berganti nama? padahal udah setor identitas resmi, bahaya nihh",1
ok,5
"saya sudah membuat akun yang sesuai data diri saya tapi pihak linkedin masi saja memblok akun saya, saya sudah berusaha coba login gagal kecewa kalau ada kesalahan infokan jangan di blok",1
Saya sudah login masih di pemeriksaan keamanan secara cepat nge stuck di situ gimana yg mw cari loker disitu,1
mau kau buat judol ya dataku,1
saya umur 56 th cari loker Soper pribadi,5
ok,5
pokonya 5 bintanglah,5
berpengalaman dalam bidang interior dan pengerjaan plapon.,5
sangat membantu,5
"Mahal bgt harganya buat upgrade ke premium dr harga 500-1jt,kita buat cari loker bukan buat buang duit😑",5
good aplication,5
super app,5
"tolong balikin uang saya 654.000 duit saya di dana tiba""melakukan pembayaran aplikasi ini mana uang buat makan keluarga tolong kembalikan 🙏🙏",1
baik utk membantu/ jembatan❤️❤️❤️,5
informasi lebih lengkap dan baik,5
baik,5
mantep👍👍,4
"Setelah saya login ke linkedin, ada tulisan ""mari periksa keamanan cepat"". Haya berhenti disitu dan tidak menampilkan apa-apa sehingga saya tidak bisa login dan menggunakan linkedin. Adakah solusinya ? plis tolong lah respon ini sangat fatal bangay di suruh upload dokumen udah tapi maish nghk bisa udah hampir setahun lohj",1
sangat buruk. tibatiba akun dibatasi mana proses pendaftaran akun barunya juga sangat dipersulit,1
Kenapa saya tidak bisa login,1
mantap,5
bagus luas untuk mencari lapangan pekerjan,5
"sangat bermanfaat dan membantu,",5
"susah di verifikasi, akun menonaktifkan tanpa konfirmasi dari pengguna",1
saya tidak bisa mendownload aplikasi ini,5
Excellent,5
error terusss padahal udh diupdate ttp gk bisa dibuka. tolong team dibantu,1
Good aplication,5
oke,5
Sangat membantu banget dalam mencari pekerjaan yang sesuai dengan Sklill dan Pengalaman kita Dabest Linkedln 👍👍👍👍,5
good app nice,5
bagus,5
ini gimana akun saya kena ban terus,1
"This application is very important for me, it helps me a lot in looking for a job, basically 5 stars for this application❤️❤️",5
ibu rumah tanga,2
ok,5
"akun premium Mahal banget, padahal posisi ingin mencari kerja. sampai 1 jta per bulan. umr/umk saja cuman 3 jtaan.",2
aplikasi yg rekomended,5
nice application for find relation or a jobs 😘,5
mau verifikasi aja ribet banget. ada KTP dengan chip + sim di pilihan yang mereka kasih juga bilangnya bukan cuma paspor. tapi giliran KTP atau SIM di scan malah minta paspor. terus juga apa fungsinya mereka minta scan pake nfc? benar-benar buruk.,1
"ya allah uang saya tiba ketarik otomatis di akun dana saya senilai 654,900,itu seperti nya tidak sengaja kepencet fitur langganan nya,saya mohon kembalikan uang saya,saya sangat membutuhkan nya",1
the best,5
"Akun saya ditangguhkan karena alasan yang tidak jelas, saya tidak melakukan pelanggaran sedikitpun. Kode verifikasi identitas tidak dapat dikirim karena alasan sudah melakukan permintaan sebelumnya, saya minta pertanggungjawaban dari pihak linkedin. Apakah kalian benar benar memiliki customer service? Saya rasa customer service juga tidak berguna dikarenakan kalian selalu mengabaikan pesan yang dikirim ke kalian",1
The Best,5
Alimanten,4
mantap,3
Good Application,5
sangat membantu sekali,5
APLIKASI RAMPOK SAYA GAK IKLAS UANG BAYARAN SEKOLAH ANAK SAYA DI CURI TANPA IZIN SAYA!!! SAYA TIDAK PERNAH MELAKUAN LANGGANAN TAPI TIBA-TIBA APK INI MEMOTONG SALDO SAYA SAYA GAK RIDHO GAK IKLAS DUNIA AKHERAT!!!!!!!!!!!!!!!!!!!!!,1
top,5
"ga bisa login ke akun sendiri, padahal saya login auto email google, baru mau login suruh masuk aplikasi padahal saya login aja ga bisa!",1
"gak ngotak harga berlangganannya, masa diatas sejuta per bulan🤦‍♂️..",2
membantu para jobseeker,5
keep it up,4
tes dulu,1
"Sistem keamanan Linkin berbahaya, Aku saya di hack orang padahal OTP dikirim ke email saya, tapi malah bisa diakses orang,",1
aplikasih berbahaya,5
mantab,5
sudah verivikasi kyc malah gak bisa akses lagi atau login. haduh haduh. ribet amat urusannya. ngirim form gak bisa tembus. gak tau harus gimna bingung sudah di kirim pesan lewat Gmail blm ada tanggapan selama 4 hari . payah sia-sia saya verivikasi wajah dan juga KTP yang akhirnya tetap juga di batasi akun saya. buat kalian pikirkan lagi jika ingin menggunakan aplikasi ini ya. karena percuma kalian KYC tetapi akan tetap juga di batasi nantinya. percaya kataku ini ribet urusannya aku sudah 7 hari,1
tidak pernah dapat bantuan,1
Ngak bisa install ud berkali kali saya coba tp. belum bisa juga terkena BUG,1
"jelek, buat login GK bisa padahal sinyal bagus",1
"Perasaan bulan lalu bisa saya download deh, ini kenapa kagak bisa dah?",1
ok,5
mudah mudahan saya cepat diterima bekerja melalui aplikasi ini,5
apk gajelas banyak eror nya,1
politik untuk membela masarakat kecil,5
"Berikut Tips Membatalkan P𝗶njaman( Uatas) dengan cara hubungi Live Chat di WA:(+62'823~8239_8O32), jelaskan alasan ingin melakukan pembatalan, lalu siapkan data diri anda seperti KTP, dan ikuti langkah-langkah pembatalan yang di instruksikan oleh cs 1 jam lalu",5
"Aplikasinya keren banget, bisa terhubung dengan orang"" di dunia tanpa batas.",5
"bagus buat tambah koneksi, cuma harus dikurangi lagi penggunaan kecepatan internetnya, karena provider di indonesia nggak selalu kencang internet nya. masa saat buka halaman satu persatu internet nya harus benar benar kencang... kan susah klo gitu terus kitanya",5
bug nya ga di fix,1
apk nya tidak berguna sistem eror tidak mau daftar akun pokoknya tidak berguna smaa,1
"ga bisa login, udah berkali-kali verifikasi. padahal ga ngapa-ngapain malah akun dibatasi",1
udha berikn capca yang bnar masih aja salah,1
"saya adalah wartawan yang memiliki pengalaman selama 40 tahun di media cetak, siar, dan digital.",5
un di,1
mantab,5
very smart,5
akun gk diapa apain malah ke nonaktif hadeh kocak,1
"saya jarang login ke akun saya. dan sekarang saya login pake device lain, malah dipersulit. reset kata sandi, ujung-ujungnya malah minta verifikasi identitas",4
jelek perangkat hilang tidak bisa log in kembali ke akuj,4
okey,5
pakai link ini internet makin mudah dan cepat,4
"GAK JELAS, login salah terus padahal sandi udh bener, udh verifikasi sampe pake KTP masih aja salah dan gabisa login, aplikasi gembel!",1
semoga adanya apl ini tetap bagus kedepannya👍.,5
LEMOT BANGET LINKEDIN MALAM INI,1
Good job,5
"admin, kenapa aplikasi LinkedIn bisa memproses pembayaran tanpa kita yang melakukan. saya ingin pertanggung jawaban dari aplikasi karena saya tidak pernah melakukan pemesanan atau pun pembayaran tetapi saldo yang langsung ludas karena pemotongan dari aplikasi",1
