text,rating
"iklan nya makin lama makin ngelunjak, lagu bru satu iklan 3, maksa bgt nyuruh premium",2
mungkin dulu saya pengguna Spotify mod saat saya tidak mempunyai uang dan sekarang saya bisa untuk berlangganan perbulannya maafkan dulu saya pernah curang,5
ok lah buat denger musik,5
"kalau putar lagu di playist, langsung pindah ke lagu yang lain yang bukan di playist. minta tolong putar sesuai urutan jangan dikasih pro, jadi gk enjoy🙏",4
no comment tapi ni apk bgs bgt buat dgrin lagu²,5
good,5
seru BAngEtt lagu favorit ku ada semua di Spotify,5
🤍🤍🤍,5
bagus,4
bagus sekali saya ketika mau tidur selalu mendengarkan spotify,5
bagus,5
sangat seru ketika mendengar lagu,5
spotify is ma mate ..,5
uda bagus si tapi iklan nya banyak banget yg premium juga mahal😭,5
Keren banget,5
Bagus bisa dengarin lagu.,5
ok,5
wow mantap,5
"aku suka sekali Spotify,, teman nyetir, teman nongkrong, dan teman disaat galau,, kembangkan terus ya, ayo cobain Spotify skrg..👍🤗",5
dikasih playlis yg lagi gak mau dindenger,1
plis kasih gw premium gratis minn,5
"banyak iklan, gak bisa matiin shuffle pintar karena harus bayar premium untuk putar lagu sesuai urutan playlist dan gabisa putar balik ke menit apapun di semua musik. meskipun saya sudah update dan Spotify tolong kurangi iklannya dan perbaiki bug yang sudah saya sebutkan tadi!!!!",1
bagus,5
enak denger lagunya,5
aplikasi bagus,5
bagus tapi byk iklan,4
bagusssss,5
Bagus,5
"iklannya kurang banyak mau dengerin iklan aja, minimal 1 lagu 100 iklan lah",1
mantap,3
bagus bangat ini aplikasi tapi sayang harus nya ada musik where are you bagus itu padahal,5
saya tidak bisa mendownload apk ini padahal saya sudah berbagai cara untuk menyelesaikan nya tapi tetep saja ga bisa,1
mantap,5
iklan teros,1
"ada beberapa lagu yg tiba-tiba tidak bisa diputar padahal sebelumnya bisa, boleh tolong solusinya? ini jadi mengurangi kenyamanan menggunakan aplikasi ini. kronologi masalahnya awalnya ngelag, lalu lagunya kepencet beberapa kali tiba tiba jadi tidak bisa diputar, sudah diupdate, download ulang, tetap saja tidak bisa, mohon bantuannya",4
"sebernarnya aplikasi spotify udah bagus tapi banyak banget hal hal yang menurutku itu ngapain dijadiin premium dan fitur yang gk terlalu guna untuk pengguna non premium, kayak shuffle pintar (tapi aku gk terlalu masalahin), malah yang aku heran itu batas memilih lagu, kayak buat apa gitu ada? katanya mendengarkan lagu secara gratis tapi kok dikasih batas? Jujur agak bingung karena sekarang apa apa harus premium...",4
Sudah bagus cuman setiap saya mau pencet lagu yg ingin saya putar malah di suruh ke halaman premium,3
cukup bagus,5
aku pakek lagu namanya lagu ff dan ml,5
"Bagus sih...tapi iklannya kebanyakan,masak satu lagu satu iklan tapi y maklum aja lah namanya juga gratisan ,,😀😃",3
good,5
sangat baik,5
"sukaa sama spotify, bisa denger lagu favorit bebas kapanpun",5
jernih suaranya,5
Enak didenger,5
topp,5
mantap👍,5
ok,5
iklannya makin ngelunjak,1
tidk bisa di dwonload apknya,1
sangat seru dan saya sangat terhibur dengan lagu lagunya,5
"bagus banget buat dengar musik, lengkap wok",5
banyak sekali iklannya,1
Mantaaaabbbb,5
pass buat ngegalau💆🏻‍♀️,5
bagus sekali akun ini 💞,5
iklan nya kurangin dong,3
terlalu banyak iklan,1
aplikasinya bagus saya suka,5
playlist lagunya selalu terbaru,5
mantappp,5
sangat bagus,5
"baik, tapi kadang"" ngelag sih",5
"aplinya bagus bangetttt,suka bangetttt",5
Mantap,5
terimakasih,5
keren bagus,5
Bagus banyak musik enak,5
pilihan banyak dan bisa di play sambil matikan layar,5
kenapa spotify lagu nya pas di sentuh loding lama,1
Bagus,5
sangt nyman di sinih klo ga ada afk ini sya ga bisa tifur😹,5
terlalu banyak iklan,1
iklan kurangin banyak banget sekarang iklan dikit dikit iklan mana langsung 3 iklan,4
iklanmu cok,1
"saya sangat suka, terimakasih spotify",5
"anjim kikirnya ni aplikasi musik orang mau dengerin lagu harus banget dibatesin seharian sama iklannya semenit , keliatan banget tuh meras duitnya 🥀😹",2
ini kenapa iklan nya makin banyak yee,3
"malas, iklan kebanyakan",1
sangat Puas dengan kualitas musiknya,5
"terlalu banyak iklan, tolong kurangi dikit durasi iklannya",2
"3 hari gak buka spotify, pas buka sore ini sampe sekarang gak tau kenapa gak muncul daftar lagu nya ini kira kira kenapa ya aku juga baru update tetap gak bisa ke buka cuma layar hitam doang",4
"Iklannya banyak bangettt min😭, mentang² gw gk pake premium, masa 1 lagu ada jeda 3 iklan!? smpe hafal bnyk sm iklannya😭",2
sangat bagus... lagu2nya suka,5
"kikir banget!!! gw yg gratisan malah makin susah denger lagu yg gua pengen heran dah,dari dulu dari lagu ga ngacak di bikin acak itu oke lah masih normal,karna cmn lagu di playlist yg random,skrng gw denger lagu ini malah di puter lagu itu,kecewa banget gua kalo ini",1
Banyak tawaranny premium,1
konsisten minim iklan,5
PT. DAESANG AGUNG INDONESIA.,5
bagusss,5
ini koh 1 musik yg putar ko 3 ikilann yaa,4
paling pas pakai aplikasi ini untuk menemukan lagu favorit,5
i love Spotify 🥰,5
ko mo PP hu,5
lagunya banyak banget sampai pusing mau milih yang mana enak semua di denger iklan nya aja sih yang sedikit menganggu,5
2025 )2025)2026*18* Muhammad Rizki❤❤❤👳👳👳😊😊😊😀😀😀🤓🤓🤓,5
bagus lagunya aku lagi gak badan,5
iklan terlalu banyak,3
"bagus sih, but iklannya banyak banget. setiap mau dengerin lagu pasti harus iklan dulu",2
baguss enak banget playlist nya bisa temenin tidur juga,5
bagus banget lagunya,5
sangat bagus,5
lagu ya old dan enak di dengerin min ada lagu kesukaan aku min pokonya pengen baik lagi ke tahun 2011 dan satu lagi min lagu old pengen nyenyak tidur yaa min,5
"bagus tapi kurang suka karna setiap nyetel lagu, pasti tiba tiba ngelag/mati mati trus, padahal g di matiin",3
mantap,5
aku ksih bintang 5 yahh bagus sihh wee cuma tuh iklan buat emosiii jadi harap di perbaikiiii ongkee??,5
bagus,5
ini yg gw cari selama ini TERIMA KASIH Spotify,5
"enak sih, tapi minusnya kalo ga premium tuh iklannya buanyak bgt, kalo 2-3 iklan ok lah masih ku maklumi, lah ini aku sampe dapet 5 iklan dan durasinya panjang² semua, kan jadi mengganggu banget gitu loh, ga nyaman juga kan, jadi tolong untuk spotify perbaiki ya, ini juga demi kesejahteraan bersama, pengguna nyaman, pencipta juga lega karena penggunanya betah. aku cuma komplain di hal itu aja si, dan tolong segera perbaiki soalnya banyak banget orang yang ngalamin hal sama kayak aku.",3
apk asuk,1
sggdgsgsjshdi di dalam negeri nsvdjd di dunia yang,5
lama proses nyaa,4
bagus banget,5
ya sudah lah,5
"sayang gak bisa offline , ya semua orang butuh duit",1
aplikasinya sudh bagus tapi kurangi iklan 👍👍👍👍,5
"bagus,iklannya juga gak terlalu sering",5
sangat bagus lagu lagunya enak,5
bagus karena saya suka menggunakan apk ini dan gw suka dengerin lagu ini di Spotify 100%,5
ok,5
bagus,5
mantap,5
nyaman dupakek,5
sangat bagus,5
mantap,5
sangat cocok untuk mendengar lagu atau pun dj,5
makin kesini makin parah iklan nya dulu 1-2 sekarang sampe 3x mana 1 iklan bisa 30s,1
good,5
enak,5
kok tiba tiba mati sendiri,1
bagus,5
hilangkan iklan nya pliss,5
gacor,5
bagus tapi bnyak iklan,5
bagus polllll lagu nya. seru semua,5
"kok makin kesini ga bisa milih lagu, milih lagu random",1
terimakasih,5
good sangat menarik tapi sayangnya harus premium baru bisa download lagu dan tanpa iklan sisanya bagus,4
100m kiram,5
berfungsi banget bagi akuu soalnya aku suka dengerin laguu remix dan di aplikasinya juga banyak yang remix dann banyak lagi yang bikin akuu takjub,5
Aplikasi ini sangat bagus untuk mendengarkan musik,5
bagusss bgttt bisa dengerin lagu apa ajaaa,5
sanga baik,5
saya suka lagu atau musik nya,5
good,5
Bagus,5
sangat suka..karena sy bisa mendengarkan lagu lagu favorite yg penuh kenangan😍,5
😍,5
seru bgt sih kalau lgi bosen ngapain pasti dengerin lagu + kalau ad kerjaan pasti dengerin Spotify,5
bagus,5
gw di suruh premium ama spotify gw kan mau dengerin tabola bale malah lagu opo wae tabrak,1
"terimakasih untuk spotify, karna selalu ada untuk aku saat aku bersedih dan aku senang. kamu memang tempat persinggahanku yang sebenarnya",5
lumayan lah walau ada iklan sedikit,5
baguss bgt😌🍥🍡,5
seru mendengar lagu dan Bagus banget ❤️,5
👍,5
Is the best semuanya musik ada yg lokal dan internasional love date,5
bagus gng,5
moga lebih efektif lagi,3
terimakasih telah menemani sunyiku,5
spotify tolong ya untuk membalikan sistem download gratis kenapa cuma mendownload harus membeli paket premium terlebih dahulu di mohon untuk di gratiskan lagi🙂,2
sukaaaaa bngttttt😍😍😍,5
"plis sebenerny ni aplikasi bagus sih cuman nih ya maaf nih ya tapi gw sebagai orang yang udah donload spotify dari dulu kok sekarang kek makin kikir njir dulu padahal waktu awal awal donload spotify itu kayak ""ih anjay bagus bgt ni aplikasi"" cuman setelah beberapa bulan gw update tuh spotify nya tapi yang awalnya iklanya yang gk terlalu banyak malah jadi banyak anyiingg mana malah dibatasin lagi denger musikny pls cok kek maksa bgt buat bli prenium sumpah. ini mh berasa diteror iklan njir :'v",1
"bagus banget buat Spotify musicc, makasih udah nemenin aku dari galau atau ceria",5
Siiip!,5
kenapa spotify saya error dan tidak bisa memutar lagu seperti biasanya apakah ini bug atau semacamnya? tolong di perbaiki,4
lagunya enak didengar music lembut aku kemana mana dengarin spotify,5
banyak lagu yang asik,5
🟨🟨🟨🟨🟨🟨🟨🟨 🟨🟨🟨🟨🟨🟨🟨🟨 🟨🟨🟨🟨🟨🟨🟨🟨 🟧🟨🟨🟨🟨🟨🟨🟧 🟧🟨🟧🟨🟧🟨🟧🟨 🟧⬛⬛🏻🏻⬛⬛🟧 🟧⬜🏿🏻🏻🏿⬜🟧 🟧⬜🏿🏻🏻🏿⬜🟧 🏻🏻🏻🏻🏻🏻🏻🏻⚡ ZENITSU @FacemojiKeyboard,5
okay,5
rawr slebew,4
sangatt baguss,5
mantap,5
bagus.,5
aplikasi nya terlalu banyak iklan yang mengganggu saya untuk mendengarkan lagu sehingga membuat saya menguninstal aplikasi ini,2
"mantap gudangnya lagu,,smua lagu ada di sini,,bisa menghibur planggan ku",5
aku gak bisa ngomong bagus sekali,5
baguss,5
Iklannya ngelunjak padhal kemaren udah bagus,1
"heran suka tiba"" gabisa play music di tambah suka banyak yg ilang music nya",1
cocok bgt untuk yg suka musik dan juga kalo misalnya kita harus buka wa gk ilang gitu lagu nya,5
sangat bagus,5
wowwwwwwwww,5
simple dan mudah,5
banyak iklan y parah,1
seru dengar lagu di sini,5
"bagus kaliiii🥳, maaf yaa kalo aku gak pernah bayarr🙏, tapi aku kasih bintang 5 kok kerena bagus bangettttttttt🥳",5
"niatnya kan mau mendengarkan musik, malah mendengarkan iklan. in mana konsep nya, mutar musik, MUNCUL IKLAN. dua lagi",1
good,5
lumayan,4
"the App Draining my battery very quick, can be more optimized for old device using SD 855 series. Thanks U",4
suaranya bagus tidak putus putus,5
bagussss bangettttt,5
sangat cocok untuk aku,5
mantablah,5
tapi susa buat daftar nya,3
semua lagu udah ada di Spotify dan saya suka semua lagunya,5
saya ingin menggunakan dengan cara baik 😊😊😊😊,5
ini kenapa ga bsa kebuka playlist & liked songs nya?,3
aku jadi bisa main game sambil dengar lagu (nice),5
bagus,5
pokoknya menemani sehari hari,5
saya hanya bisa mendengarkan musik 5kali seterusnya tidak bisa dan hanya di suruh beli premium supaya bisa dengar musik tolong di perbahrui dong kalo kayak gini terus mending saya hapus aja spotify ini,1
"ini Spotify kenapa dah, kok bnyk bgt iklanya biasanya ga kaya gini iklan mulu",4
👍,5
BAIK,5
ngelunjak lama-lama,1
stelah d kasih bintang jd bnyk iklan,1
saya pelanggan baru,5
bagus,5
A+,5
apk ini sangat bagus dan gak ada iklan banyak musik dan gak bosen jadi aku suka banget sama apk ini gak ada yang kurang dari musik ya emang paling bagus deh,5
"lagu tidak bisa di putar, mungkin kah eror playlist jadi ga ada",2
kebanyakan iklan GK bisa offline,1
bagus banget sihh menurut akuu,5
good,5
mohon maaf aplikasinya gak jelas,1
bagus sekali :D,5
buh mantap dan enak lagu dan dj nya terimakasih,5
dengerin 2 lagu. iklan nya 2 lagu. udh beda bgt Spotify yg dlu sama yg skrg,1
good,5
yg bener aj dong masa dikit dikit update dikit dikit update fittur sama aj jd mkn quota internet,3
mantap👍,5
ok baik,5
best App!,5
"WOI MIN INI KENAPA SPOTIFY UDH GA BISA PAKE NOMOR HP, UDH CAPE CAPE NGUMPULIN LAGU MALAH ILANG SEMUA",5
"jangam di download,,lebih bamyak.iklan dari pada music nya,,1 lagi 5 iklam wkwkwkwk lawak aplikasi ko tol",1
Harus premium dan berbayar kalau ingin tanpa iklan,1
luar biasa,5
Setelah update ke wear os 5 jadi gabisa dengerin pake tws,2
fitur nya yang masih premium,3
"dikit dikit iklan, ga ngotak iklannya setiap 1 lagi 2 iklan, 1 iklannya 30 detik ga ngotakk",1
mantap,5
Bagus,5
sangat berkualitas,5
ntap,5
lagu²nya pada bagus + cocok sama akuhhh,5
mantap,5
so far so good,5
sangat bagusss,5
Nice!,5
keren banget,5
menyalaa abang ku,5
"aku bisa dengerin musil fav aku,bisa liat lirik lagunya juga",5
udh 3 banding 1 antara iklan sm lagu,1
bagus,5
suara nya sangat jelas kerna itu saya sangat puas sekali,5
2 qq,2
mantap,5
sangat bagus lagu nya sesuai keinginan kita,5
segera perbaiki yang eror di gua berandanya eror mulu,2
baik,5
KEBANYAKAN IKLAN,5
sangat bagus sya sangat suka aplikasi ini untuk dengr lagu mlm kalau mau tidur,5
eror tidak bisa dibuka,1
bagus tapi terlalu banyak iklan dan lagunya kadang ada lirik kadang GK ada,5
senang sekali bisa mendengarkan music apa aja boleh,5
turmuzu,5
nice.,4
"tidak bisa login menggunakan akun Facebook dan Google,akan saya kasih bintang 5 kalau sudah di perbaiki",1
Good,2
keren,5
waw banget,5
mantap,5
Bagus kok bagus tapi iklan nya gak ngotak anjir langsung 3 iklan dalam satu lagu jir yang bener aja lah min kurang kurangin kek tapi sekarang udah gak muncul iklan tapi masih ada dikit pas pake mod nya heheh:D,4
sebenarnya aplikasi nya bagus ya cuman sayang sekali apa apa harus premium dulu seperti pilih lagu misalnya harus premium dulu bikin kecewa berat,1
banyak iklan,1
"banyak iklannya 1 kali dengerin lagu iklan, iklan aja terus lama"" haji juga lu",1
makin aja iklannya,1
Keren banget,5
baguss sekali,5
good,5
iklannya sekarang makin tidak ngotak,1
enak untuk player mode sad ini,5
"spotify ny berguna banget untuk belajar, bobok, apa lagi pas lagi keluar malem... Enak banget... Tpi min boleh gak dipakai secara off tapi gratis?... Pliss... Buatin kek gituan (≧∇≦)",5
iklan 4 kali sendiri cokkk,1
kanjut,5
makasi udah ennakan lagunya makasiya,5
asik,5
keren enak mantap,5
saya suka dengan aplikasinya,5
iklan nya dibuat sedikit aja ya plissss.....🙏🙏🙏🙏,5
jooos mamtaf,5
mantap,5
suka bangett sih apalagi kalau lagi bersih bersih rumah betah banget sambil dengerin lagu lagu galau kek gitu atau enggak musik yang wah pokoknya,5
"spotify sekarang lebih rakus dari youtube wkwk 3 iklan sekaligus cuman buat dengerin lagu pendek, mending pindah ke app lain yang lebih simpel dan murah 😂",1
BISA DENGERIN LAGU SAMBIL BUAT ANIMASI,5
"iklannya kebanyakan, mana ga bisa di skip",3
Iklan malah jdi 3x 🤣 saatnya beli premium bajakan 🤣,2
sayangnya banyak iklan kalau tidak update premium,5
aku sangat suka lagu nya dan juga banyak lagu yang bisa dipilih aku suka banget,5
tolong ilangin opsi premium nya plis🗿,5
bantap,5
perlu banget ya Prem?,1
bagus,5
"sekrang aplikasinnya prabayar,mahal,,,",1
bagus banget aku suka dengerin lagu nya,5
nice,5
"aplikasi wajib sihhh ini mah, nemenin disetiap saat sambil dengerin suara indahnya Rony Parulian 😋😍",5
"aplikasi ini bagus sekali ada banyak lagu,hampir semua lagu ada di aplikasi ini tapi kenapa di hp saya lirik nya hilang",5
mantap sekarang lebih bagus aplikasi nya lagu nya juga komplit tidak ada bug lagi mungkin sudah di perbaiki terimakasih,5
good,5
Bagus,5
bagus dan dengar lagu,5
bagus,5
bagus bgt,5
"Spotify mantap,",5
josjis,5
mantap🤩,5
"spotify mantap pingin lagu apa aja tinggsl pilih,mantap pokoknya",5
iklan nya tambah banyak,1
aplikasi udah bagus tapi makin lama makin banyak iklan nya,4
bagus sekali,4
"selalu load, padahal koneksi bener2 baguss.. kenapasii sedih bgt asli. selalu offline dan coba lagi, padahal gada gangguan koneksi sama sekaliiii..tolong ini emang lagi bug sementara aja atau gimana? huhu nyetel lagu aja tiba-tiba ngestuck, udah di uninstall dan instal kembali tapi sama aja tolong ya saya suka sama aplikasi ini tapi ngga dengan bug nya ini lhooo.. mohon dong.",1
lulur uyoooiokuorohghuhgie ga RUU ini tidurr siang 3 see sore eh ga wesweeeeay di ufffh di dunia dan menyiapkan makan belum hih,3
makasih,5
"Bisa di tambahkan lebih banyak liriknya gak, soalnya biar tau lagunya bagaimana dan juga untuk lagunya gak bisa dikasih cepat jadi harus diperbarui lagi,dan satu lagi lagunya gak bisa diulang berkali ²dan gambar penyanyinya saat kita dengarin musik itu sebuah video,jadinya kayak kita nontonin penyanyinya,taro gambarnya aja,satu lagi itu ada podcast nya bisa gak usah ditambahkan biar kayak Joox jadi itu aja ya yang diperbaiki ataupun di perbarui jadi semoga cepat diperbaiki atau diperbarui ya.🙏",5
aplikasi nya bagus dan memudahkan mencari musik yang ingin diputar,5
bagus bgttt,5
banyak bug nya tiba² playlist saya hilang,1
bagusss bangettt aku sukaaa bisa dengerin lagu sambil main gameee,5
bagus banget buat dengerin lagu 😘😘😘😘😘,5
bagus,5
"gpp,sih, cuman disuruh kasi rating aj",5
mantap!!,5
jaringan internet saya aman-aman saja deh. kenapa malah disuruh cek jaringan internet? malah ga bisa buka profil lagu,1
"keren,cuma ya karna iklan yang lama jadi bosen cuma coba deh kalian beli paket premium nya",4
good and easy..,5
enak ketika lagi galau,5
mayan,4
aplikasi yg sangat membantu dari kegalauan saat dlm perjalanan,5
lagu nya bagus bagus nanti tambahin lagu yang viral yah di Tik tok okeyy,5
APLIKASIKAN INI SANGAT BAGUS KALAU LAGI BOSAN ATAU SEDIH 😁😁😁😁,5
iklannya kebanyakan,1
😘😘,5
menghibur,5
wi-fi ini siapa tata tertib sekolah ini nabi Isa,5
keren,5
"1 lagu 3 iklan, gak ngotak anjeng kek kebijakan bahlil...😑😑",1
sangat bagus,5
Sangat bagus,5
asik buat ngerjain pr sambil nyanyi UN,5
Bisa dengerin lg galau,5
saya suka karena banyak pilihan lagu dan karna ga bisa download trebel,5
liriknya srtiap di klik gabisa,2
"Apk nya bagus, dan alhamdulillah nya iklan nya gak terlalu banyak di aku, tapi hal yang sedikit ngeselin tuh pas aku lagi dengerin playlist tiba-tiba pindah ke lagu yang gak ku sukai sama sekali, kan repot ya harus buka apk nya lagi terus harus nyetel musik selanjutnya yang ada di playlist, tapi okelahh ^^",5
bagis,1
mantap,5
ok,5
bgus,5
Trim ksih bnyk dengan adanya musik ini,5
gaada mode kerauke tolong buat Fersi kerauke,1
Good,5
karena lagu ini bisa menenangkan aku jadian tidak marah lagi guys bintang 5 juga di Spotify,5
musik dan lagu lagunya lengkap,5
aplikasi ini bagus,5
aplikasi ini sangat menghibur aku aku senang mendowlod aplikasi ini,5
mantap aplikasi nya,5
"please iklannya dibuat 1 kali aja bisa gak? mau upgrade premium mikir 2 kali bray, mahaaallll harganya per bulan",4
nice work,5
🤘🏿,5
b aja tapi bagus,5
aplikasi nya sangat mantap🤫😂,5
premium sangat baik,5
"Worth it lah buat ngilangin stress bisa juga buat gabut juga yaa baguss,klo lagi galau aku ke spotify intinya mau mood aku happy,sad,atau gimana aku selalu kesini bagus,tapi iklannya mohon dihapus terimakasih",5
puas bangat pakai Spotify rekomen pokoknya,5
jaringan lemah tetap mutar,5
gg suara nya bagus,5
Bu. 6,3
Good,5
karna nemenin kita saat gambut tapi banyak iklan,5
oke oke sip,5
keren sekaliii apknyaaa,5
tidak bisa dipakai,1
ok,5
good job,5
😚😚😚,5
login Ndak bisa maunya apasih ngentod,1
trimakasih kami puas,4
sangat mmbantu sekali dan puas,5
mantap,5
asyik seru enjoy,4
sangat bagus,5
ok,5
mantap,5
really like,5
ada manfaatnya sama saya,5
keren,5
bagus,5
aplikasi pemutar musik online dan offline yang dapat di gunakan kapan pun di mana pun,5
sangat memuaskan tanpa iklan 👍👍♥️🥰,5
ok,5
sangat puas,5
ok,5
good. aku suka 😁😚,5
kelamaan instalnya,5
bagus sih namun banyak iklan 💁👀👂,3
suaranya bagus dan bersih tanpa noise,5
aplikasi brengsek makin kesini iklan makin banyak lo kira orang jadi bakal bayar buat premium yang ada apk nya di hapus,1
bagus banget lagu nya,5
suka . lengkap lagunya,5
kurangi iklan nya,5
siiip mantap keren 👍,5
aplikasi ini bagus cuma iklannya agak mengganggu baru 1× play music udah langsung iklan lagi.,3
"iklan taiiiiiii ingat b u n 9 masih mending orang "" mau download nih apk kalo gak nyepi pikir dikit lah iklan makin banyak gedek gua dengar pengisi suara iklan nya sumpah dah gak abis"" iklan taiiiiiii makin banyak iklan nya taii apk taiii ngarap banget",1
sangat bagus,5
musik n suara yg bagus,5
bGUS,5
kebanyakan iklan,1
iklannya kalo bisa jangan terlalu sering,4
GK bisa diputar,1
"disa'at keheningan mulai terasa,hanya alunan nada yang bisa menghangatkan suasana",5
trimakasih spotify,5
sekrang lebih banyak iklan,1
baguss,5
dikit dikit harus disuruh premium🤓🤮,1
"apk nya baguss,tapi sekarang iklannya ampe 3 huhuhu mana baru ganti lagu udah iklan lagi,mau beli yang premium tapi masih pelajar jadinya mau pentingkan hall lain duluu,tapi emang bagus nih apk,mana lagunya lengkap:3",5
TERBAIK 👍,5
"2 lagu 3 iklan, per iklan semenit. dengerin lagu ❌️ dengerin iklan ✅️ jangan pelit lah",3
"nguawour. masa iklan sampe 3? udh gt milih lagu yg Di mau aj pake batasan, udh gt fitur skipnya cm 6 kali doang. promosi Spotify Premium Ampe kek maksa",1
"yaelah makin pelit aja ini spotify sekarang iklan ampe 3 biji durasi panjang bener, udah bener 2 aja iklan, kalau mau tambahin lagi lah inovasi baru seperti harga premium promo atau yang lain, demi allah ganggu banget dan maksa bgt iklan ampe 3 biji durasi masing"" 30 detik buset, 1 menit lebih itu udah kaya dengerin lagu gua",1
nggak ribet,5
mantabbb lahh...,5
Aplikasinya sudah mulai jelek sekarang karena diharuskan top up ke premium baru bisa mutar lagu yg ingin diputar 🥴,1
bujuugggg makin hari iklan makin banyak amat satu lagi tiga kali iklan pas udah selesai iklan lagi satu jadi empat iklan buset dah iya iya gw tau gw ga premium tapi ga gitu juga lah dua masih bisa lah gw terima ini empat satu lagi bujug dah gila kali lo,3
bagussd,5
𝒑𝒓𝒆𝒎𝒊𝒖𝒎 𝒌𝒂𝒚𝒂𝒌 𝒂𝒔𝒖 𝒅𝒊 𝒔𝒖𝒓𝒖𝒉 𝒃𝒂𝒚𝒂𝒓 𝒖𝒅𝒂𝒉 𝒅𝒊 𝒄𝒐𝒃𝒂 𝒈𝒂𝒌 𝒖𝒔𝒂𝒉 𝒕𝒆𝒕𝒆𝒑 𝒉𝒂𝒓𝒖𝒔 𝒃𝒂𝒚𝒂𝒓 𝒂𝒔𝒖𝒖 𝒂𝒔𝒖𝒖 𝒃𝒊𝒌𝒊𝒏 𝒕𝒊𝒅𝒖𝒓 𝒈𝒂𝒌 𝒕𝒆𝒏𝒂𝒏𝒈 𝒚𝒈 𝒉𝒂𝒓𝒖𝒔𝒏𝒚𝒂 𝒍𝒂𝒈𝒊 𝒋𝒂𝒘𝒂 𝒎𝒂𝒍𝒂𝒉 𝒍𝒂𝒈𝒖 𝒔𝒂𝒅 𝒂𝒔𝒖𝒖,1
bagus,5
sumpah lgu lgu di sini enak bgt di dengar apa lgi lgu setiap kata yg telah kau ucap,5
"iklan ditengah, iklan jadi lebih banyak, bukannya maju malah mundur mau kek joox keknya ni spotify",1
b aj,1
good,5
sangat bagus👍👍,5
mantappp,5
saya lagu baru,5
"Di-update malah makin gak enak, mau download lagu aja harus premium yang berbayar, gak enak bet dah, apa-apa harus premium, haus uang kah. setidaknya download jangan harus premium",1
sejauh ini lumayan,4
bagus bgt plisssss,5
memberikan warna dalam setiap kesendirian,5
terbaik,5
sangat membantu mendengarkan musijk kesukaan ku,5
😘😘😘,5
asik banget buat dengerin musik juga rekomen banget sihhh🙆🏻‍♀️🌸🌷😻,5
saya sangat suka aplikasi ini walaupun ada iklan tetapi saya sering dengar lagu dari aplikasi ini dan saya akan kasih bintang 5,5
ok ni apk,5
sangat bagus banget,5
lagunya tidak bayar tapi tidak murahan,5
iklannya brutal,3
banyak iklannya,4
Alhamdulillah recomended for my playlist,5
masa milih lagu harus premium?,1
Mantab.. Suara jernih dan koleksi lagu yg lengkap.. Good job,5
Bagus😎👍,5
saya ingin mendengarkan lagu sad,5
bagus,5
oke,5
sangat baguss tapi banyak iklannya tapii gakk apa apa 👍🏻👍🏻,5
L ads,1
aplikasi musik ternyaman😁,5
