text,rating
bikin akun sampe x kena restrict gatau dimana udah verif identitas akun gabisa nyusahin akun udah connectionnya hilang gitu aja,1
berlangganan dana ketarik tolong solusinya d refund,1
,5
,5
gak,1
nice platform sosial media for job search,5
login kudu selesain captcapas jawabannya bener diulanginya lagidungu emang,1
belajar,5
akun batasidan berganti nama udah setor identitas resmi bahaya nihh,1
akun sesuai data linkedin masi memblok akun berusaha coba login gagal kecewa kesalahan infokan blok,1
login pemeriksaan keamanan cepat nge stick situ gimana yg mw cari loker disitu,1
kau judol ya dataku,1
umur th cari loker soper pribadi,5
pokonya bintanglah,5
berpengalaman bidang interior pengerjaan plapon,5
mahal bgt harganya upgrade premium dr harga jtkita cari loker buang duit,5
good aplication,5
super app,5
tolong balikin uang duit dana tibamelakukan pembayaran aplikasi uang makan keluarga tolong kembalikan,1
utk membantu jembatan,5
informasi lengkap,5
mantep,4
login linkedin tulisan mari periksa keamanan cepat haya berhenti disitu menampilkan apaapa login linkedin adakah solusinya plis tolong respon fatal bangay suruh upload dokumen udah maish nghk udah setahun lohj,1
buruk tibatiba akun dibatasi proses pendaftaran akun barunya dipersulit,1
login,1
bagus luas mencari lapangan pekerjan,5
bermanfaat membantu,5
susah verifikasi akun menonaktifkan konfirmasi pengguna,1
mendownload aplikasi,5
excellent,5
error terusss udh diupdate ttp gk dibuka tolong team dibantu,1
good aplication,5
membantu banget mencari pekerjaan sesuai sklill pengalaman dabest linkedln,5
good app nice,5
gimana akun kena ban,1
this application be very important for me it help me a lot in look for a job basically star for this application,5
rumah tanga,2
akun premium mahal banget posisi mencari kerja jta umrumk cuman jtaan,2
aplikasi yg rekomended,5
nice application for find relation or a job,5
verifikasi aja ribet banget ktp chip sim pilihan kasih bilangnya paspor giliran ktp sim scan paspor fungsinya scan pake nfc benarbenar buruk,1
ya allah uang ketarik otomatis akun dana senilai nya sengaja kepencet fitur langganan nyasaya mohon kembalikan uang sayasaya membutuhkan nya,1
the best,5
akun ditangguhkan alasan pelanggaran sedikitpun kode verifikasi identitas dikirim alasan permintaan pertanggungjawaban linkedin memiliki customer service customer service berguna mengabaikan pesan dikirim,1
the best,5
alimanten,4
mantap,3
good application,5
membantu,5
aplikasi rampok gak iklas uang bayaran sekolah anak curi izin melakuan langganan tibatiba apk memotong saldo gak ridho gak iklas dunia akherat,1
top,5
ga login akun login auto email google login suruh masuk aplikasi login aja ga,1
gak ngotak harga berlangganannya diatas sejuta,2
membantu jobseeker,5
keep it up,4
tes,1
sistem keamanan linkin berbahaya hack orang otp dikirim email diakses orang,1
aplikasih berbahaya,5
mantab,5
verivikasi kyc gak akses login haduh haduh ribet urusannya ngirim form gak tembus gak tau gimna bingung kirim pesan gmail blm tanggapan payah siasia verivikasi wajah ktp batasi akun pikirkan aplikasi ya kyc batasi percaya kataku ribet urusannya,1
bantuan,1
ngak install ud berkali kali coba tp terkena bug,1
jelek login gk sinyal bagus,1
perasaan download deh kagak dah,1
mudah mudahan cepat diterima aplikasi,5
apk gajelas eror nya,1
politik membela masarakat,5
tip membatalkan p𝗶njaman uatas hubungi live chat wao alasan pembatalan siapkan data ktp ikuti langkahlangkah pembatalan instruksikan cs jam,5
aplikasinya keren banget terhubung orang dunia batas,5
bagus koneksi dikurangi penggunaan kecepatan internetnya provider indonesia nggak kencang internet nya buka halaman persatu internet nya kencang susah klo gitu kitanya,5
bug nya ga fix,1
apk nya berguna sistem eror daftar akun pokoknya berguna smaa,1
ga login udah berkalikali verifikasi ga ngapangapain akun dibatasi,1
udha berikn capca bnar aja salah,1
wartawan memiliki pengalaman media cetak siar digital,5
un,1
very smart,5
akun gk diapa apain nonaktif hadeh kocak,1
jarang login akun login pake device dipersulit reset sandi ujungujungnya verifikasi identitas,4
jelek perangkat hilang log in akuj,4
okey,5
pakai link internet mudah cepat,4
gak login salah sandi udh bener udh verifikasi sampe pake ktp aja salah gabisa login aplikasi gembel,1
semoga apl bagus kedepannya,5
lemot banget linkedin malam,1
admin aplikasi linkedin memproses pembayaran pertanggung aplikasi pemesanan pembayaran saldo langsung ludas pemotongan aplikasi,1
sistem nya mohon diperbaiki terkena bug verifikasi kali kesalahan sistem login mohon tingkatkan sistem membaca tolong like komenan up dibaca linkedin,1
aplikasi yg membantu,5
bagus membantu orang mencari pekerjaan tolong lulusan sma,5
knp akun dinonaktifkan bikin pelanggaran apapun tolong kembalikan akun,1
apk buruk memiliki batass masuk akal,1
flexibel,5
keren maju smart,5
aplikasi menyenangkan informasi bermanfaat,5
akun kebanyakan eror pdhl akun email tp tulisannya terdaftar kirim undangan connect orng tp gak masuk klo bintang ku kasih seperempat bintang,1
fleksible,5
aplikasi bagus menunjang pekerjaan pastinya ngelinked inkan dg profesional,5
gimana nge refund pembelian langganan nya saldo kesedot tolong kembalikan saldo,5
apk perbaikan kali akun tau penyebabnya,1
perbaikan pengaturan penempatan alatalat tulis pemisahan bentuk tulisan corp good luck repair,3
good,5
gajelass ngisi data maaf kesalahan linkedlntyd minimal benerin dlu apl kaya gini lulus play store,1
link titid problem tutup aja aplikasinya,1
kampung,5
memarik mebantu menghubungkan yg,4
sangatsangat ngebug log in,1
security check menyulitkan pengguna,2
good job,5
gagal upload pea,1
nya aja dongo pas login verifikasi kalo bot pas udah pas coba aja perbedaan tolong,3
nice,5
terbaik,5
lolaaabug parah perbaiki minudah komplen,1
basam,5
membatalkan akun premium pembayaran otomatis potong saldo pemberitahuan refund uang yg terlanjur dipotong mohon infonya,1
tolong verivikasi nya looo lakukan ketentuan gak macem platform aja sih terkenal kaga ribet iya janganjangan kau menipu verifikasi data,1
g dpt ap,1
susah cari kerja,1
bagus nyari info,4
pengalaman mengikuti praktek kerja lapangan salah pkspabrik kelapa sawit mekanik tyre salah pertambangan,5
,5
bagus kendala,5
akun coba,1
lolos lolos seleksi alam lop,3
perusahaan swasta wajib data legal,1
petani,5
kerja market,5
log in aja susah,1
daftar disuruh ngisi nomor hp udah ngisi kode verifikasi eh kodenya kirim kirim ganti nomor tetep aja gak dikirim pindah sms telfon tetep aja engga tolong bantu gimana udah sebulan nunggu kode verifikasi dapet udah berkali kali coba daftar tetep ajaa engga satupun kode verifikasi masuk,1
tolong banget ya ga masukmasuk akun berharihari pencet tombol verify with persona muncul notif tulisan youve already submit a request gitugitu aja sampe ganti presiden lakukan kirim data permasalahan linkedin help website resmi ngedm akun x nya linkedin tindak tolong penyelesaiannya kasih bintang udah bener terimakasih,1
log in ribet verifikasi stcuk memasukkan kode otp dibikin simple aja log in nya kalo ribet pastikan verifikasi nya berjalan,1
akun nonaktifkan urgent membuka akun,1
sengaja berlangganan aplikasi saldo potong mengajukan refund google harap refund saldo butuh uang bantu kerja nya boss,1
aplikasi errornya,1
dhau hare foto ne hau hakfodak x hau hanoin kal avo nana haluhan los ami no familia nebe uluk luta mos ba avo nana nia poltika atu lori timor ba ukun ann tiu nando ho naran konhesido c loriku tasi mane chefe no cf ba organizasaun colimlau fzthau hnia maun alin sira nebe sira oz oraganizasaun colimau mak hanesan armando alias kipar tiu mantos alias sakunar no tiu martinu no sira seluk tan nebe hau la temin iha nee nia oin quaze hanesan ho avo xanana deit dala barak ema,4
bagus responsif,5
lumayan,5
gak ngapa in akun linkedln dinonaktifkan mengganggu aktivitas linkedin,1
linkedin buruk aman aman aja menggunakannya buka appnya keterangan data ikutin alur verifikasi persona gagal upload ulang coba kali akun hapus linkedin kesal butuhkan terbaik pengguna hapus app bintang app,1
baikbaik,5
pabrik kelapa sawit,5
ari fikri,2
akun dibatasin mulu,1
mempermudah menghubungkan personal profesi,5
suruh tekan ya email dikirim gak apk apalah mempersulit login,3
ok ok,4
load very speed up,5
aplikasi membantu pencarian lowongan kerja pembuatan cv pemula,5
proses pemulihan akun responsif mencoba menghubungi platform x responsif verifikasi data aplikasi kemajuan stick berbulan masuk akal sekelas organisasi linkedin lambat memproses aduan penggunanya akun cepat tanggapan responsif pemulihan akun rubah penilaian bintang,1
aplikasi sih gak blokir mulu nyusahin bgt verif kodenya ga dikirim kirim nyusahin doang gak ngebantu,1
gak tolol apl ribet banget ajg pas bikin profile,1
daftar aja ribet verifikasi nomor telepon gagal,1
gajelas persona ga verif ga submit,1
bermanfaat,5
udah ga cs dikit dikit akun dibatasi et dah capek banget gua nunggu buang,1
tolong balikin duit infokan biaya potonganmya rb ambil kalo tau potongan kek gini pake taiii balikin duit cepetttt hati hati pake app duit rek dana habis ambilnya,1
eror udah daftar susah trus nya gk,2
tutup nonaktif akun ubah password akun mohon aplikasinya disempurnakan,1
kesalahan mulu anj,1
bosen kena batasan susah gabisa kayak apk ya batasannya ribet bgt ku hapus aja,1
sukses sukses linkedln,4
linkedin tolong diperbaiki login ya hrus verifikasi ya kode dr emailno telp tidk hrs suru klik notifikasi pd akun yg sudh login krn tujuan nya login otomatis device trim,2
aplikasi verifikasi identitas ktp indonesia ktp dokumen resmi dikeluarkan pemerintah paspor sulit nya negara indonesia dibilang masuk daftar harap pengguna hapus linkedin linkedin,1
bagus,5
android icon menghilang,1
mengingatnya,1
login hp suruh konfirmasi hp hp gak ganti hp blas edan aplikasinya,1
biaya langganan mahal,1
im truly grateful for linkedin thank to this app i be able to connect with the right people and land my current job its more than just a professional networkits a place full of opportunities and support for career growth,5
akun uda isi data besok nya akun nonaktifkan suruh selfie foto ktp tp akun bekukan fix aplikasi scam jual beli data transaksi ilegal,1
tolong donk diperbaiki akun nya tp orang login akun sesi login ubah sandi ga tolong perbaiki,2
menyenangkan,5
knp ya linkedin disurh akun mulu padahl udh akun mlh gk alasannya akun dibtasipusing ya allah akun kaya gitu mulu,1
woi reset password aja dipersulit tinggal kirim via email susahnya si notif lu aplikasi gak muncul woii,1
hello linkedin i hope that the very high level of privacy for each user be further improve by the way it work if we block the linkedin user account it will automatically block every link search engine and even all email on the device i really need it please improve it immediately thank,4
tibatiba force close aplikasi dibuka tolong perbaiki,3
bermanfaat,5
perbaiki sistemnya orang lu block aja pilih kasih deh,1
gak jelass gimana gak udah kasih data udah masukin foto ktp selesai login eh masukin disuruh login login verifikasi ktp sampe verivikasi sampe keterangan mengirim permintaan silakan coba sampe terusan,1
mohon diperbaiki akun login batasi,5
aplikasi payah load bgt,1
tolong update aplikasi tolong fasilitas melaporkan akun tindak,3
pt big,5
akun gw keblokir gw lupa uda gw login gbs skrng uda kerja jdi dah lupa keblokir gara intinya login ulang nya susah,1
udah persona berkali mencoba tetep nggak log in,1
good job,5
dibuka,1
pemula,4
aplikasi terhubung orang profesi berbeda berbagi pengalaman pengetahuan,5
sumber data bagus,5
tolong refund komfirmasi,1
akun gabisa masuk gmail satunya udh kirim code gak masuk verifikasi tulisan nya udh dikirim,1
aplikasi buruk akun verifikasi langkahterus nonaktif ngga kode email terkait alhasil akun terkena hack,1
aplikasi connection orang ga notif,1
ok good job,5
tolong perbaiki bug verifikasi persona reset password akun login notifikasi akun dinonaktifkanakun dibatasi menunggu minggu verifikasi persona diacc kirim national id drive license pusat bantuan kabar cs linkedin ditemukan orang indonesia mengalami ditanggapi menurunkan kepercayaan user keamanan kemudahan linkedin,1
luarbiasa,5
memudahkan menjalin koneksi orang memiliki minat kerja,5
sih ga bs masuk aplikasi mainteka teki ga bs login masuk akun tolong,1
bail,5
aplikasi pintar membantu pekejaan,5
aplikasi busuk memasukan kode sesuai aplikasi autentikasi keterangannya sesuai ampe akun block payah g,1
akun linkedin dibatasi akun akun dibatasi diverifikasi gak,1
kak mahasiswa kedapetan tugas fakultas kemaren coba masuk akun nya in senior ku gimana min udah susah susah loh buatnya nyari temen koneksi khianati usaha,3
login berhenti authencator masuk,1
pembibitan kelapa sawit lc tanaman sawit,4
hai min tolong kembalikan dana dana terpotong dana mencoba pengembalian dana coba tolong kembalikan berlangganan,1
tibatiba berlangganan aplikasi refund menghubungi costumer service kemana uang,1
kali akun akun dinonaktifkan selesai masukin data besoknya gak login tolong diperbaiki,1
akun login verifikasi mohon bantuannya,1
gak login hp untung laptop,1
semoga aplikasi bermanfaat penggunanya,4
tolong kembalikan dana sayatolong bantuannya kkkarna memakainyadan dana terpotong otomotifsaya mengizinkan transaksi,1
daftar dibikin susah ya jaringan stabil isi data sesuai masuk disuruh coba maksudnya,1
pakai hp reset tp sulit masuk persona tetep verifikasi email nomer hp dilakuin masuk akun kasih bintang,1
gak sebenrnya berhak bintang cuman gak opsi gak bintang jele banget sistem nya gak manusiawisaya dah akun cuman bermasalah mimin nya tll bngt buatbuat aplikasi memudahkan orang tolong ya jgn memperlambat kerja orang tll,1
pas daftar tulisannya maaf kesalahan silahkan coba deh,1
aplikasi ga jls verifikasi cepat trs pdhl udh akun,1
kenapaaplikasi link dibukasaya kevewa denganpelayanan datrilinked,1
,5
aplikasi bagus membantu mencari pekerjaan,5
bagus cari kerja semoga berkah pekerjaan kawan mencari kerja,5
aplikasi taik ad transaksi otomatis ad langganan saldo dana langsung hilang,1
error akun tibatiba ternonaktifkan login berkalikali bermasalah,1
gajelas gabisa masuk pas udh nyoba verif persona tpi gabisa,1
gk login stupid app,1
gatau alasan ga dibuka suruh login ulang pas udah login pesan akun dibatasi gabisa dibuka tolong nya,3
membangun relasi luas aplikasi,5
pengalaman terbaik mengenal kinerja,5
semoga berkah,4
nyari kerjaan akun non aktifkan apasi,2
menyambung koneksi akun orang pendingnya tolong optimalkan,1
bagus bermanfaat,5
cobasemoga bagus yaa,4
parah nih gak banget deh akun scan wajah ktp pas login login akun tetep engga mohon data dipakai ya terima kasih,1
good inspiratif,5
mantap bro,5
mempersulit,1
hello i would like to ask for a response from linkedin i be request assistance regard my account i have contact you via email facebook and x but there have be no response,5
sanget membantu cari kerjaan,5
bravo,5
tolong diperbaiki bug aplikasi nya akun mingguan beres isi data akun udh dipake buka aplikasinya akunnya gabisa dibuka alasannya akun dinonaktifkan akun dibatasi udh verifikasi identitas persona diproses sampe akunnya isi persona tulisannya edit alhamdulillah akunnya udh,5
gajelas kesalahan akun,1
akun gak dibuka lapor ntah kemana,1
menutup akun tolong apk konfirmasikan,3
ngestuck captcha,1
aplikasi nya aja ga download ko tagihan kirain aja yg ngerasa aneh ga berlangganan pas baca ulasan yg parah,1
aplikasi link meningkat bagus,5
kaga masukmasuk,1
tolong jgn tbtb batasi sehari bikin besokannya udah gt,1
kocakkk bangett akun nonaktifkanpadahal ga apapunkocak nih apk asli hadehhhhhh,1
kena hack tanggal agustus aplikasi sepenting kena hack mudahnya lakukan verifikasi data ktp sim prosesnya mesti nunggu kalo dipake linkedin data,1
bagus,5
semoga bermanfaat,5
barusan akun berubah nama foto pengalaman instansi pendidikan orang lainpadahal pertemanandm dimilik akun sayabug jeleknya privacy aplikasinya dibenerin tolong,2
menjalin mitra kerja membuka peluang bisnis usaha share informasi komunitas benua,5
